Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1780881799,1000,,Aggregated,108.000000,0.000000,6000,6700,7200,7400,8200,8900,9200,9300,9700,9900,10000,19146,0,6000.0,5737.669060099604,4.011739000020498,9968.97271199998,50275.14441658832
1780881800,1000,,Aggregated,101.900000,0.000000,6000,6700,7200,7400,8200,8900,9200,9300,9700,9900,10000,19225,0,6000.0,5748.652213778987,4.011739000020498,9968.97271199998,50273.11672301691
1780881801,1000,,Aggregated,100.500000,0.000000,6000,6700,7200,7500,8200,8900,9200,9300,9700,9900,10000,19299,0,6000.0,5760.315135170683,4.011739000020498,9968.97271199998,50265.62593916783
1780881802,1000,,Aggregated,91.100000,0.000000,6000,6700,7200,7500,8300,8900,9200,9400,9700,9900,10000,19396,0,6000.0,5777.492158556764,4.011739000020498,9968.97271199998,50257.40121674572
1780881803,1000,,Aggregated,87.900000,0.000000,6000,6800,7200,7500,8300,9000,9300,9400,9700,9900,10000,19521,0,6000.0,5800.3562148854035,4.011739000020498,9968.97271199998,50261.3937810563
1780881804,1000,,Aggregated,84.500000,0.000000,6100,6800,7300,7500,8400,9000,9300,9400,9700,10000,10000,19619,0,6100.0,5818.604132562364,4.011739000020498,9969.424330000038,50276.04979866456
1780881805,1000,,Aggregated,84.500000,0.000000,6100,6800,7300,7500,8400,9100,9400,9500,9900,10000,10000,19700,0,6100.0,5834.594235725736,4.011739000020498,10247.55252600005,50294.03766497462
1780881806,1000,,Aggregated,84.700000,0.000000,6100,6900,7300,7600,8500,9100,9400,9500,9900,10000,10000,19794,0,6100.0,5852.317141598817,4.011739000020498,10247.55252600005,50279.16580782055
1780881807,1000,,Aggregated,83.800000,0.000000,6100,6900,7300,7600,8500,9200,9400,9700,10000,10000,10000,19890,0,6100.0,5871.384129039767,4.011739000020498,10247.55252600005,50287.86294620412
1780881808,1000,,Aggregated,82.500000,0.000000,6100,6900,7300,7600,8600,9200,9500,9700,10000,10000,10000,19980,0,6100.0,5888.342408595796,4.011739000020498,10247.55252600005,50283.228228228225
1780881809,1000,,Aggregated,87.500000,0.000000,6100,6900,7300,7600,8700,9200,9500,9700,10000,10000,10000,20081,0,6100.0,5904.4647275564985,4.011739000020498,10247.55252600005,50297.00672277277
1780881810,1000,,Aggregated,89.600000,0.000000,6100,6900,7400,7600,8700,9200,9500,9700,10000,10000,10000,20159,0,6100.0,5915.816569022424,4.011739000020498,10247.55252600005,50293.84403988293
1780881811,1000,,Aggregated,89.500000,0.000000,6100,7000,7400,7700,8700,9200,9500,9700,10000,10000,10000,20277,0,6100.0,5931.950273859403,4.011739000020498,10247.55252600005,50335.49425457415
1780881812,1000,,Aggregated,93.700000,0.000000,6100,7000,7400,7700,8700,9200,9500,9700,10000,10000,10000,20369,0,6100.0,5943.290770516425,4.011739000020498,10247.55252600005,50353.52943197997
1780881813,1000,,Aggregated,94.500000,0.000000,6100,7000,7400,7800,8700,9200,9500,9700,10000,10000,10000,20493,0,6100.0,5957.7999314080935,4.011739000020498,10247.55252600005,50352.13614404919
1780881814,1000,,Aggregated,95.400000,0.000000,6100,7000,7500,7900,8700,9200,9500,9700,10000,10000,10000,20610,0,6100.0,5971.009963238481,4.011739000020498,10247.55252600005,50343.75337214944
1780881815,1000,,Aggregated,95.900000,0.000000,6100,7100,7500,7900,8700,9200,9500,9700,10000,10000,10000,20689,0,6100.0,5979.324003280246,4.011739000020498,10247.55252600005,50324.408526269995
1780881816,1000,,Aggregated,98.000000,0.000000,6200,7100,7500,7900,8700,9200,9500,9700,10000,10000,10000,20775,0,6200.0,5988.39654790585,4.011739000020498,10247.55252600005,50336.05756919374
1780881817,1000,,Aggregated,97.200000,0.000000,6200,7100,7500,8000,8700,9200,9500,9700,10000,10000,10000,20859,0,6200.0,5998.121694581958,4.011739000020498,10247.55252600005,50342.285775924065
1780881818,1000,,Aggregated,97.800000,0.000000,6200,7100,7500,8000,8700,9200,9500,9700,10000,10000,10000,20970,0,6200.0,6010.140336636485,4.011739000020498,10247.55252600005,50338.20567477348
1780881819,1000,,Aggregated,95.600000,0.000000,6200,7100,7500,8000,8700,9200,9500,9700,10000,10000,10000,21046,0,6200.0,6017.656052666071,4.011739000020498,10247.55252600005,50316.361778960374
1780881820,1000,,Aggregated,99.400000,0.000000,6200,7100,7600,8000,8700,9200,9500,9700,10000,10000,10000,21134,0,6200.0,6026.94703247441,4.011739000020498,10247.55252600005,50323.133623545
1780881821,1000,,Aggregated,102.100000,0.000000,6200,7100,7600,8000,8700,9200,9500,9700,10000,10000,10000,21230,0,6200.0,6037.591097133824,4.011739000020498,10247.55252600005,50351.16024493641
1780881822,1000,,Aggregated,97.100000,0.000000,6200,7100,7600,8100,8700,9200,9500,9700,10000,10000,10000,21318,0,6200.0,6048.022451539504,4.011739000020498,10247.55252600005,50341.3143353035
1780881823,1000,,Aggregated,95.500000,0.000000,6200,7100,7600,8100,8700,9200,9500,9700,10000,10000,10000,21425,0,6200.0,6060.569954862783,4.011739000020498,10247.55252600005,50340.05334889148
1780881824,1000,,Aggregated,94.400000,0.000000,6200,7200,7700,8100,8800,9200,9500,9700,10000,10000,10000,21586,0,6200.0,6078.750507240761,4.011739000020498,10247.55252600005,50351.79157787455
1780881825,1000,,Aggregated,91.400000,0.000000,6200,7200,7700,8100,8800,9200,9500,9700,10000,10000,10000,21682,0,6200.0,6088.436624510703,4.011739000020498,10247.55252600005,50343.13587307444
1780881826,1000,,Aggregated,94.100000,0.000000,6300,7200,7700,8100,8700,9200,9500,9700,10000,10000,10000,21787,0,6300.0,6097.7144385948095,4.011739000020498,10247.55252600005,50327.141322807176
1780881827,1000,,Aggregated,99.500000,0.000000,6300,7200,7800,8100,8700,9200,9500,9700,10000,10000,10000,21868,0,6300.0,6104.872825812609,4.011739000020498,10247.55252600005,50298.00205780135
1780881828,1000,,Aggregated,100.200000,0.000000,6300,7200,7800,8100,8700,9200,9500,9700,10000,10000,10000,21961,0,6300.0,6113.3352341925265,4.011739000020498,10247.55252600005,50306.268293793546
1780881829,1000,,Aggregated,99.900000,0.000000,6300,7200,7800,8100,8700,9200,9500,9700,10000,10000,10000,22051,0,6300.0,6122.880139526737,4.011739000020498,10247.55252600005,50285.9784590268
1780881830,1000,,Aggregated,97.700000,0.000000,6300,7200,7800,8100,8800,9200,9500,9700,10000,10000,10000,22127,0,6300.0,6130.550880108558,4.011739000020498,10247.55252600005,50281.24485922176
1780881831,1000,,Aggregated,94.200000,0.000000,6300,7200,7800,8100,8800,9200,9500,9700,10000,10000,10000,22185,0,6300.0,6136.534562113503,4.011739000020498,10247.55252600005,50291.37376605815
1780881832,1000,,Aggregated,96.900000,0.000000,6300,7300,7900,8200,8800,9200,9500,9700,10000,10000,10000,22270,0,6300.0,6146.366302865247,4.011739000020498,10247.55252600005,50285.619308486755
1780881833,1000,,Aggregated,97.700000,0.000000,6300,7300,7900,8200,8800,9200,9500,9700,10000,10000,10000,22347,0,6300.0,6155.485128075983,4.011739000020498,10247.55252600005,50275.54374188929
1780881834,1000,,Aggregated,95.600000,0.000000,6300,7300,7900,8200,8800,9200,9500,9700,10000,10000,10000,22421,0,6300.0,6165.923584075195,4.011739000020498,10247.55252600005,50303.706837339996
1780881835,1000,,Aggregated,93.900000,0.000000,6300,7300,7900,8200,8800,9200,9500,9700,10000,10000,10000,22493,0,6300.0,6176.519485815891,4.011739000020498,10247.55252600005,50295.34410705553
1780881836,1000,,Aggregated,85.700000,0.000000,6300,7300,8000,8200,8900,9200,9600,9800,10000,10000,11000,22570,0,6300.0,6189.8716449487765,4.011739000020498,10545.259038999917,50316.534293309705
1780881837,1000,,Aggregated,81.200000,0.000000,6400,7300,8000,8200,8900,9300,9700,9900,10000,11000,11000,22717,0,6400.0,6214.829528355705,4.011739000020498,10545.259038999917,50317.98556147378
1780881838,1000,,Aggregated,77.300000,0.000000,6400,7300,8000,8200,8900,9300,9700,10000,10000,11000,11000,22816,0,6400.0,6230.59716703973,4.011739000020498,10545.259038999917,50340.5427769986
1780881839,1000,,Aggregated,79.900000,0.000000,6400,7400,8000,8300,9000,9400,9800,10000,10000,11000,11000,22908,0,6400.0,6245.102279744872,4.011739000020498,10545.259038999917,50331.944211629125
1780881840,1000,,Aggregated,82.800000,0.000000,6400,7400,8000,8300,9000,9400,9800,10000,10000,11000,11000,23005,0,6400.0,6259.561914053447,4.011739000020498,10545.259038999917,50287.95240165181
1780881841,1000,,Aggregated,84.600000,0.000000,6400,7400,8100,8300,9000,9400,9800,10000,10000,11000,11000,23116,0,6400.0,6275.527634071494,4.011739000020498,10545.259038999917,50293.720020764835
1780881842,1000,,Aggregated,84.600000,0.000000,6400,7400,8100,8300,9000,9400,9800,10000,10000,11000,11000,23211,0,6400.0,6287.421839777627,4.011739000020498,10545.259038999917,50294.09797078971
1780881843,1000,,Aggregated,85.100000,0.000000,6400,7400,8100,8300,9000,9400,9800,10000,10000,11000,11000,23302,0,6400.0,6298.340512135885,4.011739000020498,10545.259038999917,50287.998412153465
1780881844,1000,,Aggregated,90.400000,0.000000,6400,7400,8100,8300,9100,9400,9800,10000,10000,11000,11000,23355,0,6400.0,6304.446357567177,4.011739000020498,10545.259038999917,50293.17015628345
1780881845,1000,,Aggregated,93.300000,0.000000,6400,7500,8100,8400,9100,9400,9800,10000,10000,11000,11000,23456,0,6400.0,6315.039971995285,4.011739000020498,10545.259038999917,50293.006011255115
1780881846,1000,,Aggregated,95.300000,0.000000,6400,7500,8100,8400,9100,9400,9800,10000,10000,11000,11000,23556,0,6400.0,6324.307026698047,4.011739000020498,10545.259038999917,50297.91140261504
1780881847,1000,,Aggregated,91.900000,0.000000,6500,7500,8100,8400,9100,9400,9800,10000,10000,11000,11000,23667,0,6500.0,6333.829284280735,4.011739000020498,10545.259038999917,50267.63620230701
1780881848,1000,,Aggregated,95.600000,0.000000,6500,7500,8100,8400,9000,9400,9800,10000,10000,11000,11000,23817,0,6500.0,6345.621370803543,4.011739000020498,10545.259038999917,50248.26237561406
1780881849,1000,,Aggregated,96.300000,0.000000,6500,7500,8100,8400,9000,9400,9800,10000,10000,11000,11000,23949,0,6500.0,6353.580650830845,4.011739000020498,10545.259038999917,50216.370579147355
1780881851,1000,,Aggregated,94.200000,0.000000,6500,7500,8100,8400,9000,9400,9800,10000,10000,11000,11000,24020,0,6500.0,6358.181162515154,4.011739000020498,10545.259038999917,50222.51865112406
1780881852,1000,,Aggregated,99.800000,0.000000,6500,7600,8100,8400,9000,9400,9800,10000,10000,11000,11000,24094,0,6500.0,6363.239662571687,4.011739000020498,10545.259038999917,50237.26516975181
1780881853,1000,,Aggregated,101.500000,0.000000,6500,7600,8100,8400,9000,9400,9800,10000,10000,11000,11000,24208,0,6500.0,6371.1033509549825,4.011739000020498,10545.259038999917,50233.92440515532
1780881854,1000,,Aggregated,97.300000,0.000000,6500,7600,8100,8400,9000,9400,9800,10000,10000,11000,11000,24293,0,6500.0,6376.543982716391,4.011739000020498,10545.259038999917,50240.51072325361
1780881855,1000,,Aggregated,99.400000,0.000000,6500,7600,8100,8400,9000,9400,9800,10000,10000,11000,11000,24369,0,6500.0,6381.841821434621,4.011739000020498,10545.259038999917,50242.177479584716
1780881856,1000,,Aggregated,98.900000,0.000000,6600,7600,8100,8400,9000,9400,9800,10000,10000,11000,11000,24464,0,6600.0,6388.725751117737,4.011739000020498,10545.259038999917,50251.50237083061
1780881857,1000,,Aggregated,100.200000,0.000000,6600,7600,8200,8400,9000,9400,9800,10000,10000,11000,11000,24568,0,6600.0,6396.389858390439,4.011739000020498,10545.259038999917,50219.59451318788
1780881858,1000,,Aggregated,98.900000,0.000000,6600,7700,8200,8400,9000,9400,9800,10000,10000,11000,11000,24647,0,6600.0,6402.579147521139,4.011739000020498,10545.259038999917,50232.43270986327
1780881859,1000,,Aggregated,98.000000,0.000000,6600,7700,8200,8400,9000,9400,9800,10000,10000,11000,11000,24717,0,6600.0,6409.277507519052,4.011739000020498,10545.259038999917,50231.814783347494
1780881860,1000,,Aggregated,96.600000,0.000000,6600,7700,8200,8400,9000,9400,9800,10000,10000,11000,11000,24836,0,6600.0,6421.109765236773,4.011739000020498,10545.259038999917,50230.078676115314
1780881861,1000,,Aggregated,87.700000,0.000000,6600,7700,8200,8400,9000,9400,9800,10000,10000,11000,11000,24983,0,6600.0,6434.871425000062,4.011739000020498,10545.259038999917,50217.920906216226
1780881862,1000,,Aggregated,87.900000,0.000000,6600,7800,8200,8400,9000,9400,9800,10000,10000,11000,11000,25098,0,6600.0,6443.20229468099,4.011739000020498,10545.259038999917,50224.10367359949
1780881863,1000,,Aggregated,87.900000,0.000000,6700,7800,8200,8400,9000,9400,9800,10000,10000,11000,11000,25230,0,6700.0,6452.101512484245,4.011739000020498,10545.259038999917,50227.576535869994
1780881864,1000,,Aggregated,99.600000,0.000000,6700,7800,8200,8400,9000,9400,9800,10000,10000,11000,11000,25349,0,6700.0,6457.490076301847,4.011739000020498,10545.259038999917,50220.23432877036
1780881865,1000,,Aggregated,102.400000,0.000000,6700,7800,8200,8400,9000,9400,9800,10000,10000,11000,11000,25405,0,6700.0,6459.851509514795,4.011739000020498,10545.259038999917,50227.608502263334
1780881866,1000,,Aggregated,105.400000,0.000000,6700,7800,8200,8400,9000,9400,9800,10000,10000,11000,11000,25515,0,6700.0,6465.688308692777,4.011739000020498,10545.259038999917,50212.89249461101
1780881867,1000,,Aggregated,103.600000,0.000000,6700,7800,8200,8400,9000,9400,9800,10000,10000,11000,11000,25612,0,6700.0,6470.099068492086,4.011739000020498,10545.259038999917,50206.96786662502
1780881868,1000,,Aggregated,102.100000,0.000000,6800,7800,8200,8400,9000,9400,9800,10000,10000,11000,11000,25716,0,6800.0,6474.150806827901,4.011739000020498,10545.259038999917,50201.24653911962
1780881869,1000,,Aggregated,104.400000,0.000000,6800,7800,8200,8400,9000,9400,9800,10000,10000,11000,11000,25822,0,6800.0,6477.764230047879,4.011739000020498,10545.259038999917,50213.70563860274
1780881870,1000,,Aggregated,103.700000,0.000000,6800,7800,8200,8400,9000,9400,9800,10000,10000,11000,11000,25936,0,6800.0,6482.244803132844,4.011739000020498,10545.259038999917,50210.62924120913
